IDCOMMANDES;NUMCOMMANDE;IDOFFRES;DATECOMMANDE;MONTANTHONOTAIRE;DATEDEMARRAGE;DUREE;NUMAFFAIRE;ADRESSEFACTURATION;EXONERETVA;PRECOMPTETVA
2561;P-196-13/NDN;3331;17/06/2013;1400000;;8 MOIS;2368-CT-13;" Lot N∞6 libertÈ 6 extension
DAKAR";1;0
2562;P-211-13/NDN;3367;17/06/2013;29611532;;;2367-CT-13;"SACRE COEUR 
CITE SICAP KEUR GORGUI
IMMEUBLE ELYSEE 4E ETAGE";0;0
2564;P-187B-13/NDN;3295;18/06/2013;4500000;;;2369-CT-13;"SONATEL 6, rue Wagane Diouf 
BP 69 - DAKAR";0;0
2565;P-215A-13/NDN;3371;20/06/2013;350000;;;2370-CT-2013;"HANN MARISTES
ILOT P N¯11";0;0
2566;P-095-13/PTN;3184;24/06/2013;22562720;;;2371-CT-13;"ETAT FRANCAIS
MINISTERE DE LA DEFENSE ET DES ANCIENS  COMBATTANTS";0;0
2567;P-222-13/NDN;3378;24/06/2013;1000000;25/06/2013;6 MOIS;2372-CT-13;Rue Paul Seignet  Quartier LÈona  - KAOLACK ;1;0
2568;P-214-13/NDN;3370;15/07/2013;300000;;5 JOURS;2385-CT-13;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2570;P-148-13/NDN;3192;15/07/2013;500000;;5 JOURS;2384-CT-13;THIES SENEGAL;0;0
2571;P-237-13/NDN;3393;16/07/2013;1000000;;4 MOIS;2386-CT-13;15, Parc Ö Mazout  - DAKAR ;0;0
2572;P-240-13/NDN;3396;09/07/2013;100000;;5 JOURS;2383-CT-13;38, avenue Malick SY - Dakar ;0;0
2573;P-228-13/NDN;3384;05/07/2013;600000;;;2381-CT-13;SODIDA LOT N¯1;0;0
2574;P-238-13/NDN;3394;05/07/2013;2150000;;4 MOIS;2382-CT-13;"SONEPI N¯14 - Dakar 
BP 26285";0;0
2575;P-205A-13/NDN;3361;04/07/2013;6500000;;18 MOIS;2380-CT-13;1304, HLM Grand Yoff Shelter II-Dakar ;0;0
2576;P-229A-13/NDN;3385;05/07/2013;300000;;;2379-CT-13;SACRE COEUR II VILLA N¯9883;0;0
2577;P-216A-13/NDN;3372;02/07/2013;400000;;;2377-CT-13;29, rue Valmy X rue 38 Grasland;0;0
2578;P-231-13/NDN;3387;05/07/2013;400000;;;2378-CT-13;"SARRE CONS ? Monsieur le Directeur  
67557 libertÈ 6 - DAKAR ";0;0
2579;P-220B-13/NDN;3375;;400000;;8 MOIS;2387-CT-13;"85, SACRE COEUR II PYROTECHNIE 
LOTS C & E ";0;0
2580;P-220B-13/NDN;3376;19/07/2013;3400000;;8 MOIS;2387-CT-13;"85, SACRE COEUR II PYROTECHNIE 
LOTS C & E ";0;0
2581;P-209A-13/NDN;3365;22/07/2013;1180000;22/07/2013;18;2388-CT-2013;Archidiocäse de DAKAR;0;0
2582;P-251A-13/NDN;3406;24/07/2013;800000;;;2390-CT-2013;"SACRE COEUR 1
VILLA N¯8300";0;0
2583;P-173C-13/NDN;3262;;0;;18 MOIS;;SCAT URBAM;0;0
2584;P-247-13/NDN;3403;25/07/2013;200000;;5 JOURS;2392-CT-13;29, rue Valmy X rue 38 Grasland;0;0
2585;P-256A-13/NDN;3412;29/07/2013;295000;;5 JOURS;2393-CT-13;RUE LEON GONTRAN X RUE FANN RESIDENCE;0;0
2586;P-223-13/NDN;3379;30/07/2013;1130000;;;2394-CT-13;LEONA - KAOLACK;0;0
2587;P-031A-13/NDN;3264;01/08/2013;3000000;;15 MOIS;2395-CT-2013;Km 22, route de Rufisque;0;0
2588;P-177-13/PTN;3279;;1130000;;;2266-CT-13;Touba;0;0
2589;P-266-13/NDN;3415;07/08/2013;400000;;5 JOURS;2397-CT-2013;PARCELLES ASSAINIES UNITE 15;0;0
2590;P-254-13/NDN;3410;07/08/2013;250000;;5 JOURS;2398-CT-2013;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2591;P-262-13/FS;3416;07/08/2013;2000000;;NC;2399-CT-13;ETAT MAJOR GENERAL DES ARMEES;0;0
2592;P-224A-13/NDN;3380;07/08/2013;4000000;;8 MOIS;2396-CT-13;"Front de terre x bourguiba  - CitÈ CODENS 
DAKAR ";0;0
2593;P-193A-13/NDN;3320;08/08/2013;3300000;;15 MOIS;2400-CT-13;"LIBERTE 6 EXTENSION VDN 
DERRIERE ECOLE MACHALLAH";0;0
2594;P-270-13/NDN;3426;12/08/2013;169491;;5 JOURS;2401-CT-13;;0;0
2596;P-276-13/NDN;3434;14/08/2013;150000;;5 JOURS;2402-CT-13;CITE SOM N¯19 HANN MARISTES;0;0
2597;P-281A-13/NDN;3442;19/08/2013;1500000;;3 MOIS;2403-CT-13;KM, 7,5 BOULEVARD DU CENTENAIRE DE LA COMMUNE DE DAKAR;0;0
2598;P-280A-13/NDN;3441;20/08/2013;1271186;;4 MOIS;2404-CT-13;FENETRE MERMOZ VILLA N¯55;0;0
2599;P-263-13/NDN;3420;20/08/2013;1530000;;2 MOIS;2405-CT-13;38, avenue Malick SY - Dakar ;1;0
2600;P-260A-13/NDN;3418;23/08/2013;2000000;;;2406-CT-13;Km 8 Bd du centenaire de la commune de Dakar ;0;0
2601;P-278A-13/NDN;3436;23/08/2013;1250000;02/09/2013;3 MOIS;2407-CT-2013;"SACRE COEUR PYROTECHNIE
VILLA N¯10595";0;0
2602;P-264A-13/FS;3421;26/08/2013;700000;;;2408-CT-13;CGC  SENEGAL / Monsieur WANG Xiaozhen Villa 38G, Hann Maristes 1  BP 48188 MÈdina DAKAR / SENEGAL ;0;0
2603;P-272-13/NDN;3430;28/08/2013;200000;;;2411-CT-13;Km 14, route de Rufisque - DAKAR ;0;0
2604;P-217A-13/NDN;3373;28/08/2013;2000000;;6 MOIS;2410-CT-13;"Immeuble Moustapha NDIAYE  S/C
CONCEPT ""A"" /  M. Mbaye WADE 42, Rue Victor HUGO - BP 12206 DAKAR";0;0
2605;P-286B-13/NDN;3460;28/08/2013;2900000;;6 MOIS;2412-CT-13;"HANN MARISTES
ILOT P N¯11";0;0
2606;P-296-13/NDN;3484;28/08/2013;200000;;5 JOURS;2413-CT-13;RUE 6 X 1 MEDINA;0;0
2607;P-146A-12/BE;3490;11/06/2012;500000;;;2111-CT-12;La pointe des Almadies - DAKAR;0;0
2608;P-297-13/NDN;3516;02/09/2013;200000;;5 JOURS;24-CT-13;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2609;P-293-13/NDN;3481;02/09/2013;200000;;;2416-CT-13;SODIDA LOT N¯1;0;0
2610;P-294-13/NDN;3482;09/09/2013;2600000;;;2415-CT-13;;0;0
2611;P-295-13/NDN;3483;02/09/2013;3400000;;15;2414-CT-13;"Domaine Industriel Sodida
Rue 14 prolongÈe X Bourguiba
BÉtiment n¯32";0;0
2612;P-232-13/NDN;3388;04/09/2013;1900000;04/12/2013;8 MOIS;2418-CT-13;49, RUE ST MICHEL X RUE CARNOT;0;0
2613;P-301A-13/NDN;3545;09/09/2013;2200000;;4 MOIS;2419-CT-13;OUEST FOIRE VILLA N¯05 CITE COOPERATIVE CANADA - ROUTE DE L'AEROPORT ;0;0
2614;P-303-13/NDN;3547;09/09/2013;200000;;5 JOURS;2420-CT-13;1304, SHELTER II - HLM GRAND YOFF;0;0
2615;P-306-13/NDN;3553;10/09/2013;100000;;;2421-CT-13;PARCELLES ASSAINIES UNITE 18 VILLA N¯311 ;0;0
2616;P-202-13/NGD;3358;10/09/2013;7325000;;20 MOIS;2422-CT-13;"BOULEVARD DIAL DIOP
QUARTIER ZONE A";0;0
2617;P-310-13/FS;3554;12/09/2013;400000;;;2423-CT-13;Touba;0;0
2618;P-191A-13/PTN;3315;12/09/2013;2850000;;;2424-CT-13;"SONATEL 6, rue Wagane Diouf 
BP 69 - DAKAR";0;0
2619;P-313B-13/NDN;3560;17/09/2013;2000000;;8 MOIS;2425-CT-13;SIBASSOR ;0;0
2620;P-315-13/NDN;3562;18/09/2013;250000;;;2426-CT-13;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2621;P-317-13/NDN;3564;18/09/2013;118644;;5 JOURS;2427-CT-13;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2622;P-314A-13/NDN;3561;18/09/2013;300000;;5 JOURS;2428-CT-13;29-30 COMICO CITE VDN;0;0
2623;P-322-13/FS;3568;20/09/2013;600000;;;27429-CT-13;9, RUE DE THANN ;0;0
2624;P-324-13/ABD;3569;20/09/2013;100000;;5 JOURS;2430-CT-13;79 BLD GENERAL DE GAULLE;0;0
2625;P-292C-13/NDN;3480;24/09/2013;8000000;;24;2431-CT-13;8393 SACRE COEUR I;0;0
2626;P-326-13/ABD;3572;25/09/2013;150000;;;2432-CT-13;USINE BEN TALLY N¯2089;0;0
2627;P-327-13/NDN;3573;26/09/2013;677966;;5 JOURS;2433-CT-13;"SICAP BAOBAB RUE 12
A COTE VILLAGE D'ENFANTS SOS
";0;0
2628;P-319A-13/NDN;3579;01/10/2013;1800000;;4 MOIS;2435-CT-13;Km 8 Bd du centenaire de la commune de Dakar ;0;0
2629;P-334-13/NDN;3581;;1000000;;;;;0;0
2630;P-334A-13/NDN;3581;04/10/2013;900000;25/11/2013;1 MOIS;2436-CT-13;"SACRE COEUR PYROTECHNIE
LOT N¯28 1E ETAGE";0;0
2631;P-347-13/NDN;3586;04/10/2013;250000;;5 JOURS;2438-CT-13;RUE LEON GONTRAN X RUE FANN RESIDENCE;0;0
2632;P-341-13/NDN;3587;04/10/2013;200000;;;2437-CT-13;SQUARE MERMOZ SACRE COEUR LOT 52;0;0
2633;P-340-13/NDN;3588;04/10/2013;650000;;5 JOURS;2439-CT-13;Avenue FÈlix Eboue x Route des Brasseries;0;0
2634;P-342-13/NDN;3590;14/10/2013;200000;;5 JOURS;2440-CT-13;LIBERTE 6 EXTENSION N¯54;0;0
2635;P-080B-12;3070;29/05/2012;625000;;;2107-CT-12;SICAP KEUR GORGUI N¯R53;0;0
2636;P-050-13/PTN;3608;05/04/2013;3600000;;6 MOIS;2318-CT-13;4 AV. LEOPOLD SEDAR SENGHOR;0;0
2637;P-265B-13/NDN;3422;18/10/2013;1100000;;;2442-CT-13;"Cabinet GAI- Point-E
Dakar- SÈnÈgal ";0;0
2638;P-335A-13/NDN;3582;22/10/2013;3400000;;8 MOIS;2443-CT-13;"SICAP BAOBAB RUE 12
A COTE VILLAGE D'ENFANTS SOS
";0;0
2639;P-355-13/NDN;3603;;200000;;5 JOURS;2445-CT-13;LIBERTE 1 N¯1057;0;0
2640;P-354-13/NDN;3602;22/10/2013;338983;;5 JOURS;2444-CT-13;"HANN MARISTES 3304 
ESPACE RESIDENCE";0;0
2641;P-284A-13/NDN;3448;24/10/2013;254237;;5 JOURS;2446-CT-13;VDN EN FACE CITE SIPRES;0;0
2642;P-325-13/NDN - CONVENTION 10/013;3571;24/10/2013;15800000;;6 MOIS;2447-CT-13;QUARTIER LEONA ;0;0
2643;P-281-12/BE;3614;08/10/2013;22500000;;03 MOIS;2449-CT-13;"Services Centraux
Bureau d'ordre, 15e Ètage - Porte 15.01
736 Avenue Monseigneur Vogt";0;0
2644;P-365-13/NDN;3617;25/10/2013;100000;;5 JOURS;2448-CT-13;;0;0
2645;P-356A-13/NDN;3604;25/10/2013;1271186;;10 MOIS;2450-CT-13;RUE DE LOUGA POINT E;0;0
2646;P-357A-13/NDN;3605;25/10/2013;1500000;25/11/2013;12 MOIS;2451-CT-13;RUE 14 PROLONGEE N¯14 SODIDA EN FACE RDV;0;0
2647;P-323A-13/NDN;3570;28/10/2013;400000;;5 JOURS;2452-CT-13;C.S.T.P. /SC AGETIP Pikine Route des Niayes Parcelles N∞7749 Pikine;0;0
2648;P-333B-13/NDN;3580;29/10/2013;2500000;;8 MOIS;2453-CT-13;QUARTIER KEUR SERIGNE LOUGA;0;0
2649;P-375-13/NDN;3626;30/10/2013;100000;;5 JOURS;2454-CT-13;"SACRE COEUR II
VILLA N¯8650";0;0
2650;P-373A-13/NDN;3624;06/11/2013;1500000;10/02/2014;06 mois;2455-CT-13;"
44 CITE CBAO PATTE D'OIE BUILDERS
";0;0
2651;P-381-13/NDN;3632;07/11/2013;500000;;5 JOURS;2456-CT-13;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2652;P-384-13/NDN;3636;07/11/2013;400000;;;2457-CT-13;SacrÈ coeur II villa N∞8494 - DAKAR ;0;0
2653;P-014A-13/NDN;3237;11/11/2013;635000;;45 JOURS;2458-CT-13;N¯236 LOTISSEMENT CICES RDC ;0;0
2654;P-366A-13/NDN;3618;12/11/2013;1500000;;12 MOIS;2459-CT-13;"S/C MOUHAMADOU DIOMBANA
PRESIDENT DU GROUPE AURIAS
186, CITE FADIA - GOLD SUD";0;0
2655;P-364A-13/FS;3616;13/11/2013;960000;02/12/2013;;2460-CT-13;MISSION DE VERIFICATION INITIALE DES INSTALLATIONS ELECTRIQUES;0;0
2656;P-258A-13/NDN;3414;;3500000;;;;"S/C NODAL ARCHITECTURE
FANN RESIDENCE
AV. AIME CESAIRE";0;0
2657;P-316A-13/NDN;3563;21/11/2013;900000;;;2463-CT-13;Touba Sandaga,  Avenue Lamine GUEYE  - DAKAR ;0;0
2658;P-351A-13/NDN;3599;25/11/2013;700000;;15 JOURS;2465-CT-13;"RUE DE FATICK
FANN - POINT E
AMITIE";0;0
2659;P-353-13/NDN;3601;28/11/2013;450000;;03 MOIS;2467-CT-13;SODIDA LOT 01 ;0;0
2660;P-259A-13/NDN;3417;02/12/2013;2600000;09/12/2013;19 MOIS;2468-CT-13;"SACRE COEUR 3 - IMMEUBLE SOKHNA  ASTOU LO 
BLOC C - 3 ETAGE";0;0
2661;P-397-13/NDN;3651;02/12/2013;3500000;;08 MOIS;2469-CT-13;Touba;0;0
2662;P-396-13/NDN;3650;02/12/2013;2000000;;4 MOIS;2470-CT-2013;4, Avenue Cheikh Anta DIOP - Rte de Ouakam - Dakar ;0;0
2663;P-411-13/NDN;3665;03/12/2013;120000;;5 JOURS;2471-CT-13;3025, SICAP AMITIE 1;0;0
2664;P-410-13/NDN;3664;03/12/2013;230000;;5 JOURS;2472-CT-13;3025, SICAP AMITIE 1;0;0
2665;P-385-13/NDN;3637;03/12/2013;1;;3 MOIS;2464-CT-13;Rue 13 prolongÈe, Immeuble 5658;0;0
2666;P-407-13/NDN;3661;04/12/2013;100000;;5 JOURS;2473-CT-13;;0;0
2667;P-352-13/NDN;3600;05/12/2013;1700000;;;2474-CT-13;CAMBERENE;0;0
2668;P-391A-13/NDN;3645;16/12/2013;250000;;;2475-CT-13;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2669;P-416-13/NDN;3670;16/12/2013;3389830;;;2476-CT-13;SICAP LIBERTE 1;0;0
2670;P-360-13/NDN;3611;18/12/2013;3700000;;12 MOIS;2477-CT-13;S/C GROUPEMENT ARCHITECTURE DECORATION DESIGN GA2D;1;0
2671;P-382-13/NDN;3634;20/12/2013;150000;;5 JOURS;2478-CT-13;"LIBERTE 6 EXTENSION VDN 
DERRIERE ECOLE MACHALLAH";0;0
2672;P-434-13/NDN;3685;20/12/2013;100000;;5 JOURS;2479-CT-13;;0;0
2673;P-418A-13/NDN;3673;20/12/2013;2500000;;15 JOURS;2480-CT-13;"Avenue Roosevelt X Jambaar
Dakar
";1;0
2674;P-362-13/NDN;3613;20/12/2013;5200000;;;2481-CT-13;Boulevard  GÈnÈral De Gaulle - Dakar ;0;0
2675;P376A-13/FS;3627;02/12/2013;820000;;NC;02-CT-14;38, avenue Malick SY - Dakar ;0;0
2676;P-442B-13/NDN;3686;09/01/2014;2250000;;12 MOIS;2489-CT-14;;0;0
2678;P-169A-13/NDN;3244;24/05/2013;1500000;;;2351-CT-13;LOT N¯1 LIBERTE 6 EXTENSION VDN;0;0
2679;P-390A-13/NDN;3693;02/01/2014;450000;;;2484-CT-14;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2681;P-430-30/NDN;3684;21/01/2014;100000;;5 JOURS;2493-CT-14;DAKAR;0;0
2682;P-424-13/NDN;3678;21/01/2014;3400000;;12 MOIS;2494-CT-14;KEUR MASSAR;0;0
2683;P-005A-14/NDN;3702;15/01/2014;1800000;;6 MOIS;2487-CT-14;GRAND MBOUR SUR LA RN 1 FACE STADE CAROLINE FAYE;0;0
2684;P-008-14/NDN;3705;09/01/2014;3200000;09/10/2014;28 MOIS;2488-CT-14;AV. LAMINE GUEYE DAKAR;0;0
2685;P-009-14/NDN;3694;17/01/2014;600000;;5 JOURS;2492-CT-14;LOT N¯1 LIBERTE 6 EXTENSION VDN;0;0
2686;P-404-13/FS;3718;28/11/2013;400000;;5 JOURS;2483-CT-13;15, rue Aristide le Dantec - Dakar ;0;0
2687;P-026-14/NDN;3719;27/01/2014;200000;;5 JOURS;2495-CT-14;ZONE INDUSTRIELLE SODIDA;0;0
2688;P-435A-13/NDN;3687;17/01/2014;2608800;;;2490-CT-14;C.S.T.P. /SC AGETIP Pikine Route des Niayes Parcelles N∞7749 Pikine;0;0
2689;P-003-14/NDN;3691;17/01/2014;360000;;3 MOIS;2491-CT-14;Km 8 Bd du centenaire de la commune de Dakar ;0;0
2690;P-332B-14/NDN;3578;31/01/2014;5900000;;8 MOIS;2498-CT-14;KM 5 AVENUE CHEIKH ANTA DIOP;0;0
2691;P-443A-13/NDN;3716;31/01/2014;2700000;;12;2496-CT-13;KM 5 AVENUE CHEIKH ANTA DIOP;0;0
2692;P-428-13/NDN;3682;03/02/2014;6200000;;8 MOIS;2499-CT-14;Centre commercial Touba Sandaga - Dakar ;0;0
2693;P-030-14/NDN;3725;03/02/2014;100000;;5 JOURS;2497-CT-14;PIKINE ICOTAT;0;0
2694;P-025-14/NDN;3726;04/02/2014;200000;;5 JOURS;2500-CT-14;CITE SOM N¯19 HANN MARISTES;0;0
2695;P-029A-14/NDN;3727;04/02/2014;600000;;10 JOURS;2501-CT-14;"
44 CITE CBAO PATTE D'OIE BUILDERS
";0;0
2696;P-438A-13/NDN;3698;04/02/2014;254237;;5 JOURS;2502-CT-14;SACRE COEUR II VILLA N¯9883;0;0
2697;P-386A-13/NDN;3728;05/02/2014;2700000;;12 MOIS;2503-CT-14;"RESIDENCE DE NGOR N¯5
ROUTE DE NGOR";0;0
2698;P-437-13/NDN;3697;05/02/2014;800000;;;2504-CT-14;1, Place de l'IndÇpendance;0;0
2699;P-037-14/NDN;3729;05/02/2014;338983;;5 JOURS;2505-CT-14;SICAP AMITIE 3;0;0
2700;P-425A-13/NDN;3679;06/02/2014;4000000;28/02/2014;8 mois;2506-CT-14;38, avenue Malick SY - Dakar ;0;0
2701;P-018-14/NDN;3714;06/02/2014;14793891;;18 MOIS;2509-CT-14;"Rue AimÈ CÈsaire - Fann RÈsidence 
DAKAR 
";0;0
2702;P-200B-13/NDN;3338;06/02/2014;3000000;;6 MOIS;2508-CT-14;Avenue Cheikh A. Bamba X Rue 38 en face place de l'obÈlisque;0;0
2703;P-328B-13/NDN;3574;06/02/2014;2200000;;6 MOIS;2515-CT-14;Avenue Cheikh A. Bamba X Rue 38 en face place de l'obÈlisque;0;0
2704;P-027A-14/NDN;3730;11/02/2014;2200000;;4 MOIS;2511-CT-14;77, BOULEVARD DU GENERAL DE GAULLE;0;0
2705;P-040A-14/NDN;3731;11/02/2014;847457;;3 MOIS;2510-CT-14;Guediawaye Terminus Daroukhane - DAKAR;0;0
2706;P-004A-14/NDN;3692;12/02/2014;2140000;;10 MOIS;2512-CT-14;201 ESPACE RESIDENCE LIBERTE VI;0;0
2707;P-041-14/NDN;3732;12/02/2014;650000;;NC;2514-CT-14;"SIPRES 1 EXTENSION, VILLA N¯34
3E ETAGE - DAKAR";0;0
2708;P-010A-14/NDN;3706;13/02/2014;2100000;;3 MOIS;2513-CT-14;;0;0
2709;P-036-14/NDN;3733;13/02/2014;296610;;5 JOURS;2516-CT-14;Nord Foire villa n¯19 - Dakar;0;0
2710;P-053-14/NDN;3734;18/02/2014;100000;;5 JOURS;2517-CT-14;SODIDA LOT N¯106 SONEPI;0;0
2711;P-044-14/NDN;3735;18/02/2014;1400000;;5 MOIS;2518-CT-14;HLM VI face CitÈ douaniers - Dakar ;0;0
2712;P-050-14/NDN;3738;20/02/2014;3000000;;12 MOIS;2519-CT-14;;0;0
2713;P-275A-13/NDN;3433;20/02/2014;6500000;;24 MOIS;2520-CT-14;;0;0
2716;P-051-14/NDN;3737;20/02/2014;637000;;1 MOIS;2521-CT-14;KM 6.5 BLD DU CENTENAIRE DE LA COMMUNE DE DAKAR;0;0
2717;P-052-14/NDN;3739;20/02/2014;200000;;;2524-CT-14;"SARRE CONS ? Monsieur le Directeur  
67557 libertÈ 6 - DAKAR ";0;0
2718;P-374-13/NDN;3625;26/02/2014;0;;6 MOIS;2526-CT-14;FANN RESIDENCE;0;0
2719;P-045-13/NDN;3742;26/02/2014;3200000;;3 MOIS;2528-CT-2014;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2720;P-134A-13/NDN ;3205;26/06/2013;3000000;01/07/2013;10;2373-CT-13;;0;0
2721;P-060-14/NDN;3744;27/02/2014;279661;;5 JOURS;2529-CT-14;"SONEPI N¯14 - Dakar 
BP 26285";0;0
2722;P-061-14/NDN;3749;04/03/2014;0;;3 MOIS;2532-CT-14;"SONEPI N¯14 - Dakar 
BP 26285";0;0
2723;P-072-14/NDN;3751;05/03/2014;1200000;;NC;2533-CT-14;"CREDIT MUTUEL Correspondant : M. GUEYE / ARCHI-URBA
Av. Cheikh A. Bamba X Rue 38
BP 12554 Dakar";0;0
2724;P-080-14/NDN;3752;06/03/2014;100000;;5 JOURS;2534-CT-14;"Front de terre x bourguiba  - CitÈ CODENS 
DAKAR ";0;0
2725;P-409-13/NDN;3663;07/03/2014;3000000;10/04/2014; 12 MOIS;2536-CT-14;"ALMADIES
ZONE 10 LOT C";1;0
2726;FOR-03-14/CF;3765;07/03/2014;1274400;;;2535-CT-14;;0;0
2727;P-085-14/NDN;3781;11/03/2014;1440678;;5 JOURS;2537-CT-14;"SONEPI N¯14 - Dakar 
BP 26285";0;0
2728;P-059-14/BE;3745;11/03/2014;3265000;;2 MOIS;2540-CT-14;2, PLACE DE L'INDEPENDANCE;0;0
2729;P-047-14/NDN;3783;12/03/2014;338983;;5 JOURS;2538-CT-14;SIPRES I N¯34;0;0
2730;P-084-14/FS;3779;11/03/2014;630000;;;2539-CT-14;CGC  SENEGAL / Monsieur WANG Xiaozhen Villa 38G, Hann Maristes 1  BP 48188 MÈdina DAKAR / SENEGAL ;0;0
2731;P-064A-14/NDN;3784;13/03/2014;325000;;5 JOURS;2542-CT-14;;0;0
2732;P-094-14/NDN;3786;18/03/2014;225000;;5 JOURS;2544-CT-14;;0;0
2733;P-088-14/FS;3785;18/03/2014;400000;;3 MOIS;2543-CT-14;"ETAT FRANCAIS
MINISTERE DE LA DEFENSE ET DES ANCIENS  COMBATTANTS";0;0
2734;P-095-14/NDN;3787;19/03/2014;100000;;5 JOURS;2546-CT-14;;0;0
2735;P-093-14/NDN;3788;18/03/2014;500000;;10 MOIS;2545-CT-14;RUE DE LOUGA POINT E;0;0
2736;P-378A-13/NDN;3323;20/03/2014;2542372;;4 MOIS;2548-CT-14;"SC SALIOU FALL
SICAP FOIRE LOT N¯200";0;0
2737;P-091-14/NDN;3790;21/03/2014;3100000;;18;2549-CT-14;43, RUE VINCENS;0;0
2738;P-092-14/NDN;3789;20/03/2014;100000;;5 JOURS;2547-CT-14;RUE 12 X BOURGUIBA;0;0
2739;P-079A-14/NDN;3755;21/03/2014;300000;;5 JOURS;2550-CT-14;"Front de terre x bourguiba  - CitÈ CODENS 
DAKAR ";0;0
2740;P- 097A-14/NDN;3796;21/03/2014;1271186;;5 JOURS;2551-CT-14;Lot N∞36 zone industrielle SODIDA - Dakar ;0;0
2741;P-258A-13/NDN;3414;11/03/2014;3500000;;12 MOIS;2461-CT13;"S/C NODAL ARCHITECTURE
FANN RESIDENCE
AV. AIME CESAIRE";0;0
2742;P-034-14/EFS;3794;06/02/2014;600000;;;2525-CT-14;"ETAT FRANCAIS
MINISTERE DE LA DEFENSE ET DES ANCIENS  COMBATTANTS";0;0
2743;P-100-14/NDN;3795;25/03/2014;1694915;;5 JOURS;2553-CT-14;"SONEPI N¯14 - Dakar 
BP 26285";0;0
2744;P-099-14/NDN AVENANT P-374-14/NDN;3638;25/03/2014;1130000;17/04/2014;6 MOIS;2552-CT-14;LEONA - KAOLACK;0;0
2745;P-126-C-12/NDN;3455;27/03/2014;6500000;;24 MOIS;2555-CT-14;"AMITIE III
VILLA N¯4459";0;0
2746;P-106-14/NDN;3797;03/04/2014;400000;;1 MOIS;2557-CT-14;;0;0
2747;P-074A-14/NDN;3798;03/04/2014;2600000;;15 MOIS;2558-CT-14;HANN MARISTES N¯99 UNITE 0;0;0
2748;P-114-14/NDN;3799;03/04/2014;800000;;;2556-CT-14;SICAP BAOBAB N¯565, AVENUE BOURGUIBA;0;0
2749;P-118-14/NDN;3801;07/04/2014;461864;;5 JOURS;2561-CT-14;YOFF RANRHAR;0;0
2750;P-111-14/NDN;3780;08/04/2014;0;;3 mois;2560-CT-14;167, Avenue du PrÈsident Lamine Guäye X Place SOWETO - 9e Ètage;0;0
2751;P-359A-13/NDN;3610;08/04/2014;1271186;08/04/2014;10 mois;2562-CT-14;Immeuble ABIENA - 111, Rue Joseph GOMIS;0;0
2752;P-119-14/NDN;3807;09/04/2014;338983;;5 jours;2563-CT-14;KAOLACK, QUARTIER SAHM;0;0
2754;P-115-14/NDN;3805;10/04/2014;0;;7 MOIS;2564-CT-14;OUEST FOIRE;0;0
2755;P-432A-13/NDN;3809;16/04/2014;700000;;5 JOURS;2565-CT-14;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2756;P-123-14/NDN;3810;16/04/2014;300000;;;2566-CT-14;SODIDA LOT N¯1;0;0
2757;P-395A-13/NDN;3649;27/01/2014;15476281;30/01/2014;4 ANS;2567-CT-14;"67, CITE SAGEF 1
YOFF";0;0
2758;P-140-14/NDN;3811;24/04/2014;250000;;5 JOURS;2570-CT-14;ZAC MBAO VILLA N¯225;0;0
2759;P-429-13/NDN;3683;08/04/2014;0;09/01/2014;4 MOIS;2485-CT-14;;0;0
2760;P-142-14/NDN;3812;24/04/2014;500000;;5 JOURS;2569-CT-14;Rue 2 prolongÈe km 3,5 boulevard du centenaire - DAKAR;0;0
2761;P-240A-12/NDN;3813;21/01/2013;0;05/01/2014;18;2266-CT-13;;0;0
2762;P-115B-12/NGD;3329;27/09/2012;2000000;27/09/2012;6;2176-CT-12;58, RUE ST MICHEL;0;0
2763;P-263A-12/NDN;3814;15/10/2012;4237288;27/02/2014;12;2187-CT-12;N¯525 - 527 HLM GRAND YOFF;0;0
2764;P-042A-14/NDN;3736;20/02/2014;7000000;03/03/2014;18;2522-CT-14;ROUTE DE OUAKAM X TALLY AMERICAIN;0;0
2765;P-068-14/BE;3815;24/04/2014;3169000;;3 SEMAINES;2574-CT-14;KM 5 AVENUE CHEIKH ANTA DIOP;0;0
2767;P-128-14/NDN;3817;29/04/2014;500000;;5 JOURS;2575-CT-14;29-30 COMICO CITE VDN;0;0
2768;P-137-14/NDN;3820;23/04/2014;360000;;5 JOURS;2568-CT-14;RUE 6 X 1 MEDINA;0;0
2769;P-104-14/NDN;3819;30/04/2014;900000;;5 JOURS;2576-CT-14;"85, SACRE COEUR II PYROTECHNIE 
LOTS C & E ";0;0
2770;P-135-14/NDN;3822;06/05/2014;450000;;5 JOURS;2577-CT-14;;0;0
2771;P-129A-14/NDN;3824;05/05/2014;6000000;;12 MOIS;2578-CT-14;1, RUE SALVA;0;0
